"lagoslakeid","reservoir_class"
111524,"NL"
111527,"NL"
111531,"Res"
111533,"NL"
111535,"NL"
111537,"Res"
111539,"NL"
111551,"NL"
111554,"NL"
111558,"NL"
111573,"NL"
111575,"NL"
111579,"NL"
111596,"Res"
111600,"Res"
111615,"NL"
111621,"NL"
111634,"NL"
111636,"Res"
111652,"Res"
111665,"Res"
111686,"Res"
111687,"Res"
111695,"Res"
111697,"NL"
111720,"Res"
111730,"NL"
111739,"NL"
111742,"Res"
111744,"NL"
111749,"NL"
111757,"NL"
111759,"NL"
111765,"NL"
111779,"Res"
111782,"NL"
111787,"NL"
111793,"NL"
111850,"Res"
111864,"Res"
111865,"Res"
111882,"Res"
111885,"NL"
111886,"NL"
111902,"Res"
111918,"Res"
111921,"NL"
111923,"NL"
111929,"NL"
111932,"Res"
111952,"Res"
111961,"NL"
111965,"NL"
111969,"Res"
111974,"Res"
111988,"NL"
111989,"NL"
111997,"NL"
112013,"NL"
112015,"NL"
112030,"Res"
112040,"Res"
112057,"Res"
112062,"Res"
112069,"Res"
112080,"NL"
112088,"NL"
112094,"Res"
112108,"Res"
112112,"NL"
112114,"NL"
112116,"NL"
112121,"NL"
112127,"NL"
112142,"NL"
112146,"NL"
112147,"NL"
112148,"NL"
112149,"NL"
112150,"NL"
112154,"NL"
112158,"NL"
112163,"NL"
112172,"NL"
112176,"NL"
112180,"NL"
112181,"NL"
112185,"Res"
112188,"NL"
112200,"NL"
112201,"NL"
112203,"Res"
112210,"NL"
112215,"Res"
112216,"Res"
112217,"NL"
112226,"NL"
112228,"NL"
112229,"Res"
112241,"NL"
112248,"NL"
112249,"Res"
112263,"NL"
112272,"NL"
112279,"NL"
112281,"NL"
112298,"NL"
112299,"Res"
112306,"Res"
112318,"NL"
112322,"Res"
112327,"NL"
112329,"Res"
112334,"NL"
112368,"Res"
112429,"Res"
112430,"Res"
112447,"NL"
112469,"NL"
112473,"NL"
112474,"NL"
112490,"NL"
112491,"NL"
112493,"NL"
112499,"NL"
112504,"NL"
112517,"NL"
112518,"NL"
112519,"NL"
112524,"NL"
112529,"NL"
112532,"NL"
112536,"NL"
112538,"NL"
112540,"NL"
112541,"NL"
112542,"NL"
112546,"NL"
112552,"NL"
112553,"NL"
112556,"NL"
112558,"NL"
112560,"NL"
112561,"NL"
112563,"NL"
112565,"NL"
112567,"NL"
112569,"NL"
112573,"NL"
112577,"NL"
112582,"NL"
112589,"NL"
112595,"NL"
112597,"NL"
112600,"NL"
112604,"NL"
112626,"NL"
112629,"NL"
112641,"NL"
112643,"NL"
112644,"Res"
112652,"Res"
112657,"Res"
112670,"Res"
112673,"NL"
112679,"NL"
112682,"Res"
112704,"NL"
112727,"Res"
112740,"Res"
112741,"Res"
112763,"Res"
112765,"Res"
112776,"NL"
112777,"NL"
112784,"NL"
112785,"NL"
112795,"NL"
112803,"NL"
112804,"Res"
112805,"NL"
112808,"NL"
112811,"NL"
112812,"NL"
112813,"NL"
112816,"NL"
112828,"NL"
112832,"NL"
112838,"Res"
112849,"Res"
112859,"Res"
112863,"Res"
112875,"Res"
112900,"Res"
112915,"Res"
112919,"Res"
112927,"Res"
112928,"NL"
112931,"NL"
112932,"Res"
112934,"NL"
112935,"NL"
112937,"Res"
112951,"Res"
112954,"Res"
112974,"Res"
112978,"Res"
112983,"Res"
112990,"NL"
112997,"Res"
113000,"Res"
113004,"NL"
113005,"NL"
113007,"NL"
113015,"Res"
113016,"NL"
113050,"NL"
113058,"NL"
113067,"NL"
113068,"Res"
113116,"NL"
113139,"NL"
113148,"Res"
113150,"NL"
113160,"Res"
113165,"NL"
113166,"Res"
113175,"NL"
113182,"NL"
113188,"Res"
113195,"NL"
113197,"NL"
113200,"NL"
113207,"NL"
113208,"Res"
113224,"NL"
113229,"NL"
113242,"Res"
113254,"NL"
113264,"NL"
113274,"NL"
113286,"NL"
113289,"NL"
113291,"NL"
113293,"NL"
113303,"NL"
113307,"Res"
113308,"NL"
113314,"Res"
113318,"Res"
113391,"NL"
113400,"Res"
113411,"NL"
113412,"NL"
113415,"NL"
113419,"NL"
113432,"NL"
113438,"NL"
113448,"NL"
113450,"NL"
113454,"NL"
113455,"NL"
113461,"NL"
113471,"NL"
113476,"NL"
113477,"NL"
113478,"NL"
113480,"NL"
113481,"NL"
113483,"NL"
113484,"NL"
113487,"NL"
113488,"NL"
113490,"Res"
113491,"NL"
113494,"Res"
113497,"NL"
113505,"Res"
113523,"NL"
113526,"NL"
113541,"NL"
113546,"Res"
113551,"NL"
113558,"NL"
113575,"NL"
113576,"NL"
113579,"NL"
113586,"NL"
113603,"Res"
113604,"NL"
113622,"NL"
113623,"NL"
113628,"NL"
113646,"Res"
113664,"NL"
113689,"Res"
113702,"Res"
113705,"Res"
113724,"NL"
113727,"NL"
113729,"NL"
113731,"NL"
113746,"NL"
113751,"Res"
113752,"NL"
113753,"NL"
113755,"NL"
113756,"NL"
113757,"NL"
113778,"Res"
113780,"NL"
113782,"NL"
113819,"NL"
113821,"NL"
113834,"NL"
113836,"NL"
113859,"Res"
113864,"Res"
113865,"Res"
113873,"Res"
113895,"NL"
113904,"NL"
113906,"Res"
113938,"NL"
113945,"Res"
113951,"Res"
113953,"NL"
113960,"NL"
113965,"NL"
113971,"Res"
113973,"Res"
113974,"Res"
113981,"Res"
113986,"NL"
113999,"Res"
114018,"NL"
114036,"Res"
114040,"NL"
114046,"Res"
114048,"NL"
114061,"NL"
114063,"Res"
114067,"Res"
114073,"Res"
114078,"NL"
114079,"NL"
114081,"NL"
114083,"NL"
114086,"NL"
114091,"NL"
114093,"NL"
114116,"NL"
114123,"NL"
114137,"Res"
114139,"NL"
114140,"NL"
114141,"NL"
114146,"NL"
114154,"NL"
114158,"NL"
114164,"NL"
114166,"NL"
114167,"Res"
114175,"NL"
114176,"Res"
114181,"NL"
114186,"NL"
114188,"NL"
114189,"NL"
114196,"NL"
114203,"Res"
114212,"Res"
114216,"NL"
114222,"NL"
114229,"Res"
114235,"NL"
114236,"Res"
114246,"Res"
114256,"NL"
114257,"NL"
114311,"NL"
114320,"NL"
114323,"NL"
114334,"Res"
114360,"NL"
114367,"NL"
114382,"NL"
114404,"Res"
114420,"Res"
114428,"NL"
114437,"NL"
114456,"NL"
114457,"NL"
114469,"NL"
114470,"NL"
114473,"NL"
114474,"NL"
114475,"NL"
114484,"NL"
114488,"NL"
114492,"NL"
114498,"Res"
114502,"Res"
114506,"NL"
114507,"NL"
114517,"NL"
114518,"NL"
114519,"NL"
114524,"NL"
114533,"NL"
114537,"NL"
114538,"NL"
114547,"NL"
114551,"NL"
114552,"NL"
114566,"NL"
114567,"NL"
114580,"Res"
114585,"NL"
114594,"NL"
114602,"NL"
114608,"NL"
114616,"NL"
114641,"Res"
114646,"NL"
114654,"NL"
114659,"Res"
114664,"Res"
114669,"NL"
114670,"Res"
114694,"NL"
114726,"Res"
114730,"NL"
114731,"Res"
114759,"NL"
114774,"NL"
114777,"NL"
114781,"NL"
114798,"NL"
114803,"Res"
114804,"NL"
114813,"NL"
114817,"NL"
114820,"NL"
114829,"NL"
114835,"Res"
114884,"Res"
114920,"NL"
114924,"NL"
114926,"NL"
114951,"NL"
114952,"Res"
114961,"Res"
114965,"NL"
114966,"Res"
114970,"Res"
114976,"Res"
114983,"Res"
114987,"Res"
114989,"Res"
114990,"NL"
115004,"NL"
115013,"NL"
115015,"Res"
115021,"Res"
115022,"Res"
115028,"NL"
115031,"NL"
115032,"Res"
115040,"Res"
115046,"Res"
115059,"NL"
115061,"NL"
115072,"Res"
115079,"NL"
115090,"NL"
115110,"NL"
115126,"Res"
115128,"NL"
115144,"NL"
115148,"NL"
115160,"Res"
115165,"NL"
115166,"NL"
115169,"NL"
115170,"Res"
115176,"NL"
115195,"Res"
115196,"NL"
115198,"NL"
115201,"NL"
115214,"NL"
115215,"NL"
115228,"NL"
115233,"NL"
115235,"NL"
115240,"NL"
115242,"NL"
115246,"NL"
115250,"NL"
115252,"NL"
115272,"NL"
115285,"NL"
115291,"Res"
115299,"NL"
115301,"NL"
115304,"NL"
115318,"NL"
115335,"NL"
115348,"NL"
115353,"NL"
115369,"Res"
115397,"Res"
115420,"Res"
115442,"Res"
115460,"Res"
115481,"Res"
115500,"NL"
115504,"NL"
115505,"NL"
115506,"NL"
115513,"NL"
115517,"NL"
115521,"NL"
115522,"NL"
115531,"NL"
115536,"NL"
115538,"NL"
115543,"NL"
115544,"NL"
115550,"NL"
115552,"NL"
115553,"NL"
115559,"NL"
115563,"NL"
115566,"NL"
115571,"NL"
115589,"NL"
115591,"NL"
115601,"NL"
115608,"NL"
115609,"NL"
115611,"NL"
115620,"NL"
115639,"NL"
115640,"NL"
115664,"Res"
115665,"NL"
115689,"NL"
115690,"Res"
115695,"NL"
115697,"NL"
115702,"NL"
115727,"NL"
115736,"NL"
115754,"Res"
115758,"NL"
115779,"NL"
115781,"NL"
115791,"Res"
115800,"NL"
115813,"NL"
115815,"Res"
115818,"Res"
115819,"Res"
115827,"Res"
115830,"Res"
115840,"NL"
115858,"NL"
115862,"NL"
115872,"NL"
115873,"NL"
115879,"NL"
115885,"NL"
115886,"NL"
115887,"NL"
115888,"NL"
115904,"NL"
115906,"NL"
115910,"Res"
115914,"Res"
115917,"NL"
115918,"Res"
115930,"NL"
115937,"Res"
115951,"NL"
115965,"Res"
115966,"NL"
115995,"Res"
116004,"Res"
116031,"NL"
116032,"Res"
116058,"Res"
116067,"Res"
116068,"NL"
116079,"NL"
116083,"NL"
116090,"Res"
116093,"NL"
116095,"Res"
116099,"NL"
116107,"NL"
116113,"Res"
116126,"NL"
116127,"NL"
116145,"NL"
116160,"Res"
116163,"Res"
116166,"Res"
116176,"NL"
116178,"Res"
116191,"Res"
116195,"Res"
116201,"NL"
116204,"NL"
116206,"Res"
116210,"NL"
116215,"NL"
116227,"NL"
116233,"NL"
116234,"Res"
116243,"NL"
116248,"NL"
116259,"NL"
116264,"Res"
116268,"NL"
116280,"NL"
116292,"NL"
116315,"NL"
116324,"Res"
116343,"NL"
116345,"NL"
116346,"NL"
116347,"NL"
116361,"NL"
116365,"NL"
116369,"NL"
116375,"NL"
116380,"NL"
116393,"Res"
116397,"Res"
116400,"Res"
116415,"NL"
116417,"NL"
116422,"NL"
116426,"Res"
116431,"NL"
116436,"NL"
116448,"Res"
116485,"NL"
116495,"Res"
116525,"NL"
116526,"Res"
116547,"NL"
116548,"NL"
116550,"NL"
116555,"NL"
116556,"NL"
116559,"NL"
116561,"NL"
116574,"NL"
116575,"NL"
116577,"NL"
116579,"NL"
116582,"NL"
116584,"NL"
116585,"NL"
116588,"NL"
116589,"NL"
116590,"NL"
116593,"NL"
116595,"NL"
116597,"NL"
116609,"NL"
116625,"NL"
116627,"NL"
116632,"NL"
116633,"NL"
116647,"NL"
116653,"NL"
116678,"NL"
116679,"NL"
116685,"NL"
116687,"NL"
116690,"NL"
116696,"NL"
116717,"Res"
116725,"Res"
116732,"NL"
116734,"NL"
116742,"NL"
116752,"Res"
116753,"Res"
116771,"NL"
116786,"NL"
116799,"NL"
116802,"NL"
116806,"NL"
116838,"Res"
116861,"Res"
116876,"NL"
116877,"NL"
116880,"NL"
116884,"NL"
116888,"NL"
116890,"NL"
116891,"NL"
116899,"NL"
116901,"NL"
116904,"NL"
116907,"NL"
116911,"NL"
116913,"NL"
116916,"NL"
116920,"NL"
116926,"NL"
116939,"NL"
116951,"NL"
116959,"Res"
116962,"NL"
116965,"Res"
116978,"Res"
116996,"Res"
117000,"Res"
117011,"Res"
117013,"Res"
117020,"Res"
117045,"NL"
117048,"NL"
117049,"NL"
117061,"NL"
117067,"NL"
117077,"Res"
117087,"Res"
117098,"Res"
117109,"Res"
117113,"Res"
117122,"Res"
117134,"Res"
117138,"Res"
117139,"NL"
117171,"NL"
117184,"Res"
117190,"NL"
117192,"NL"
117196,"Res"
117203,"NL"
117211,"NL"
117215,"NL"
117223,"NL"
117225,"Res"
117227,"NL"
117228,"NL"
117230,"Res"
117240,"Res"
117247,"NL"
117251,"NL"
117254,"NL"
117259,"NL"
117263,"NL"
117277,"NL"
117282,"NL"
117283,"NL"
117289,"NL"
117291,"Res"
117297,"NL"
117303,"NL"
117325,"NL"
117327,"NL"
117332,"NL"
117336,"NL"
117339,"NL"
117355,"NL"
117360,"NL"
117361,"NL"
117366,"NL"
117389,"NL"
117402,"Res"
117405,"NL"
117420,"Res"
117439,"Res"
117440,"NL"
117459,"NL"
117464,"Res"
117515,"NL"
117517,"NL"
117525,"NL"
117551,"Res"
117569,"Res"
117586,"Res"
117589,"NL"
117595,"NL"
117597,"NL"
117598,"NL"
117605,"Res"
117610,"NL"
117615,"NL"
117616,"NL"
117618,"NL"
117619,"NL"
117621,"NL"
117627,"NL"
117628,"NL"
117633,"NL"
117634,"NL"
117635,"NL"
117637,"NL"
117640,"NL"
117649,"NL"
117658,"NL"
117662,"NL"
117667,"NL"
117674,"NL"
117702,"NL"
117710,"Res"
117713,"NL"
117714,"NL"
117719,"Res"
117723,"NL"
117727,"NL"
117732,"NL"
117751,"NL"
117759,"Res"
117767,"NL"
117795,"NL"
117801,"NL"
117819,"NL"
117827,"NL"
117870,"Res"
117887,"NL"
117892,"NL"
117903,"NL"
117907,"NL"
117910,"NL"
117912,"NL"
117922,"NL"
117932,"NL"
117941,"NL"
117943,"NL"
117946,"NL"
117960,"NL"
117964,"NL"
117967,"NL"
117992,"Res"
118008,"Res"
118013,"Res"
118038,"Res"
118066,"NL"
118074,"NL"
118081,"NL"
118086,"NL"
118087,"NL"
118089,"NL"
118096,"Res"
118100,"Res"
118117,"Res"
118120,"Res"
118133,"NL"
118142,"NL"
118143,"NL"
118144,"NL"
118149,"Res"
118154,"NL"
118157,"Res"
118173,"Res"
118178,"NL"
118179,"Res"
118186,"NL"
118192,"NL"
118194,"NL"
118199,"NL"
118206,"NL"
118215,"Res"
118218,"Res"
118220,"NL"
118225,"Res"
118229,"NL"
118233,"Res"
118243,"NL"
118255,"NL"
118258,"Res"
118277,"NL"
118278,"NL"
118287,"NL"
118288,"NL"
118295,"NL"
118305,"NL"
118306,"Res"
118309,"NL"
118320,"NL"
118326,"NL"
118345,"NL"
118347,"NL"
118351,"NL"
118375,"Res"
118376,"NL"
118380,"NL"
118381,"NL"
118385,"NL"
118386,"NL"
118403,"Res"
118405,"NL"
118407,"NL"
118421,"NL"
118422,"Res"
118429,"NL"
118433,"NL"
118434,"NL"
118439,"NL"
118442,"NL"
118444,"Res"
118447,"NL"
118454,"Res"
118455,"NL"
118459,"Res"
118466,"Res"
118475,"Res"
118512,"NL"
118521,"Res"
118532,"NL"
118533,"Res"
118534,"Res"
118549,"Res"
118605,"Res"
118632,"Res"
118639,"Res"
118641,"Res"
118642,"Res"
118658,"NL"
118668,"NL"
118678,"NL"
118682,"NL"
118683,"NL"
118684,"NL"
118686,"NL"
118693,"NL"
118699,"NL"
118700,"NL"
118702,"NL"
118703,"NL"
118720,"NL"
118723,"NL"
118724,"NL"
118726,"NL"
118729,"NL"
118731,"NL"
118742,"NL"
118748,"NL"
118749,"NL"
118752,"NL"
118753,"NL"
118754,"NL"
118757,"NL"
118765,"NL"
118766,"NL"
118771,"Res"
118783,"NL"
118784,"NL"
118787,"NL"
118790,"NL"
118794,"NL"
118797,"Res"
118802,"NL"
118804,"NL"
118817,"Res"
118820,"NL"
118822,"NL"
118826,"NL"
118890,"NL"
118926,"Res"
118932,"Res"
118940,"NL"
118949,"Res"
118970,"NL"
118971,"NL"
118973,"NL"
118975,"NL"
118977,"NL"
118986,"NL"
118987,"NL"
118989,"NL"
118996,"Res"
119007,"NL"
119009,"NL"
119015,"NL"
119022,"NL"
119025,"NL"
119039,"NL"
119043,"NL"
119045,"NL"
119056,"Res"
119076,"Res"
119083,"Res"
119084,"Res"
119102,"Res"
119108,"Res"
119109,"Res"
119114,"Res"
119124,"Res"
119128,"Res"
119142,"NL"
119148,"Res"
119150,"NL"
119153,"NL"
119164,"NL"
119167,"Res"
119170,"NL"
119179,"NL"
119185,"NL"
119188,"Res"
119192,"NL"
119199,"Res"
119209,"NL"
119223,"NL"
119225,"NL"
119229,"Res"
119236,"NL"
119239,"Res"
119243,"Res"
119246,"Res"
119257,"Res"
119267,"Res"
119288,"NL"
119291,"Res"
119299,"NL"
119300,"Res"
119309,"NL"
119311,"Res"
119315,"Res"
119325,"Res"
119341,"NL"
119361,"NL"
119364,"NL"
119365,"NL"
119382,"NL"
119393,"NL"
119396,"NL"
119401,"NL"
119412,"NL"
119415,"NL"
119439,"NL"
119440,"NL"
119442,"NL"
119447,"NL"
119449,"NL"
119450,"NL"
119456,"NL"
119461,"NL"
119464,"NL"
119465,"NL"
119466,"NL"
119467,"NL"
119468,"NL"
119471,"Res"
119473,"Res"
119481,"NL"
119496,"NL"
119498,"Res"
119500,"NL"
119515,"NL"
119516,"NL"
119526,"NL"
119534,"Res"
119555,"Res"
119563,"NL"
119565,"Res"
119570,"Res"
119585,"NL"
119589,"NL"
119593,"NL"
119597,"NL"
119598,"NL"
119600,"Res"
119602,"NL"
119628,"NL"
119639,"Res"
119655,"NL"
119714,"NL"
119716,"NL"
119730,"NL"
119732,"NL"
119733,"NL"
119734,"NL"
119737,"NL"
119739,"NL"
119746,"NL"
119748,"NL"
119749,"NL"
119751,"NL"
119754,"NL"
119756,"NL"
119763,"NL"
119773,"NL"
119780,"NL"
119781,"NL"
119788,"NL"
119790,"NL"
119793,"NL"
119797,"NL"
119801,"NL"
119802,"NL"
119818,"NL"
119824,"NL"
119828,"NL"
119834,"NL"
119846,"Res"
119850,"NL"
119864,"NL"
119882,"NL"
119883,"NL"
119886,"NL"
119898,"NL"
119900,"NL"
119902,"NL"
119941,"NL"
119942,"NL"
119944,"NL"
119958,"Res"
119981,"Res"
119999,"NL"
120004,"Res"
120008,"NL"
120020,"Res"
120023,"Res"
120039,"Res"
120056,"NL"
120059,"NL"
120062,"NL"
120067,"NL"
120080,"NL"
120082,"NL"
120085,"NL"
120087,"NL"
120098,"NL"
120099,"NL"
120101,"Res"
120113,"NL"
120118,"NL"
120119,"Res"
120127,"NL"
120128,"Res"
120149,"Res"
120159,"Res"
120162,"Res"
120170,"Res"
120171,"Res"
120198,"Res"
120207,"Res"
120209,"Res"
120222,"NL"
120227,"NL"
120240,"Res"
120249,"NL"
120252,"NL"
120255,"NL"
120264,"Res"
120270,"Res"
120273,"NL"
120274,"NL"
120281,"NL"
120282,"Res"
120300,"Res"
120319,"NL"
120325,"Res"
120329,"Res"
120333,"NL"
120351,"Res"
120355,"NL"
120378,"Res"
120380,"Res"
120385,"Res"
120387,"NL"
120391,"Res"
120403,"Res"
120404,"Res"
120413,"NL"
120427,"NL"
120433,"NL"
120444,"Res"
120445,"NL"
120446,"NL"
120447,"NL"
120451,"NL"
120454,"NL"
120458,"NL"
120463,"NL"
120471,"NL"
120479,"NL"
120487,"NL"
120492,"NL"
120493,"NL"
120498,"NL"
120499,"Res"
120507,"Res"
120512,"NL"
120514,"NL"
120528,"NL"
120529,"NL"
120530,"NL"
120537,"Res"
120561,"NL"
120574,"NL"
120578,"Res"
120580,"NL"
120581,"NL"
120584,"NL"
120600,"NL"
120637,"NL"
120641,"NL"
120677,"Res"
120696,"Res"
120705,"Res"
120724,"Res"
120747,"Res"
120750,"Res"
120765,"NL"
120773,"Res"
120776,"NL"
120777,"NL"
120790,"NL"
120796,"NL"
120800,"NL"
120806,"NL"
120818,"NL"
120851,"NL"
120853,"NL"
120867,"NL"
120872,"NL"
120876,"NL"
120877,"NL"
120888,"NL"
120889,"NL"
120900,"NL"
120907,"NL"
120911,"NL"
120914,"NL"
120922,"NL"
120939,"NL"
120943,"NL"
120946,"NL"
120949,"NL"
120951,"Res"
120959,"NL"
120969,"NL"
120975,"NL"
120979,"Res"
120995,"NL"
121002,"NL"
121014,"Res"
121047,"Res"
121060,"NL"
121064,"NL"
121083,"Res"
121089,"Res"
121091,"Res"
121093,"Res"
121126,"NL"
121128,"NL"
121129,"NL"
121139,"NL"
121144,"Res"
121146,"NL"
121151,"NL"
121155,"NL"
121160,"NL"
121162,"NL"
121163,"NL"
121167,"NL"
121197,"Res"
121201,"NL"
121202,"NL"
121216,"Res"
121218,"NL"
121229,"NL"
121231,"Res"
121233,"Res"
121234,"NL"
121236,"Res"
121250,"Res"
121269,"Res"
121271,"Res"
121305,"NL"
121306,"NL"
121308,"NL"
121325,"Res"
121341,"NL"
121349,"Res"
121364,"Res"
121366,"Res"
121369,"NL"
121370,"NL"
121371,"NL"
121377,"NL"
121378,"NL"
121379,"NL"
121392,"NL"
121398,"Res"
121423,"NL"
121424,"NL"
121439,"NL"
121441,"Res"
121456,"Res"
121457,"NL"
121468,"NL"
121478,"NL"
121482,"Res"
121505,"Res"
121507,"NL"
121515,"NL"
121520,"Res"
121526,"Res"
121529,"NL"
121530,"NL"
121540,"NL"
121553,"NL"
121556,"NL"
121560,"NL"
121583,"NL"
121589,"NL"
121593,"NL"
121597,"NL"
121600,"NL"
121618,"Res"
121621,"NL"
121625,"NL"
121628,"NL"
121630,"NL"
121631,"NL"
121635,"NL"
121641,"NL"
121645,"NL"
121655,"NL"
121659,"NL"
121666,"NL"
121735,"Res"
121737,"Res"
121754,"Res"
121799,"NL"
121832,"Res"
121852,"NL"
121856,"NL"
121859,"NL"
121870,"NL"
121872,"NL"
121874,"NL"
121892,"NL"
121893,"NL"
121897,"NL"
121901,"NL"
121905,"NL"
121907,"NL"
121909,"NL"
121911,"NL"
121914,"NL"
121919,"NL"
121924,"NL"
121926,"NL"
121932,"NL"
121935,"NL"
121936,"NL"
121938,"NL"
121944,"NL"
121954,"NL"
121956,"NL"
121958,"NL"
121960,"NL"
121962,"NL"
121966,"Res"
121967,"NL"
121969,"NL"
121982,"NL"
121992,"NL"
122006,"NL"
122012,"Res"
122016,"NL"
122019,"NL"
122020,"NL"
122025,"Res"
122032,"Res"
122052,"Res"
122102,"NL"
122138,"Res"
122145,"Res"
122147,"Res"
122162,"Res"
122163,"Res"
122165,"Res"
122194,"NL"
122196,"NL"
122199,"NL"
122209,"NL"
122212,"NL"
122214,"NL"
122216,"NL"
122218,"NL"
122231,"NL"
122235,"NL"
122242,"NL"
122244,"NL"
122295,"NL"
122324,"Res"
122343,"NL"
122366,"NL"
122368,"NL"
122369,"Res"
122372,"Res"
122381,"NL"
122385,"Res"
122389,"Res"
122392,"Res"
122401,"NL"
122406,"Res"
122417,"NL"
122419,"Res"
122420,"NL"
122429,"Res"
122430,"Res"
122448,"NL"
122464,"NL"
122465,"NL"
122472,"NL"
122477,"NL"
122482,"NL"
122493,"NL"
122499,"Res"
122504,"NL"
122508,"Res"
122514,"NL"
122516,"NL"
122517,"Res"
122519,"NL"
122531,"NL"
122541,"NL"
122559,"Res"
122563,"NL"
122564,"NL"
122566,"NL"
122570,"NL"
122572,"NL"
122579,"NL"
122582,"NL"
122585,"NL"
122587,"NL"
122590,"NL"
122593,"NL"
122607,"Res"
122616,"NL"
122618,"NL"
122619,"NL"
122626,"NL"
122629,"NL"
122635,"NL"
122648,"NL"
122650,"NL"
122656,"Res"
122657,"NL"
122669,"NL"
122674,"NL"
122679,"NL"
122680,"Res"
122683,"Res"
122684,"NL"
122688,"NL"
122690,"NL"
122697,"Res"
122716,"Res"
122720,"NL"
122743,"NL"
122749,"NL"
122752,"NL"
122758,"NL"
122759,"NL"
122765,"NL"
122774,"Res"
122787,"NL"
122799,"Res"
122814,"NL"
122835,"Res"
122844,"Res"
122875,"NL"
122878,"NL"
122879,"NL"
122900,"NL"
122912,"NL"
122915,"NL"
122917,"NL"
122924,"NL"
122933,"NL"
122935,"NL"
122938,"NL"
122942,"NL"
122952,"NL"
122953,"NL"
122954,"NL"
122955,"NL"
122956,"NL"
122958,"NL"
122959,"NL"
122960,"NL"
122961,"Res"
122967,"NL"
122977,"NL"
122979,"NL"
122980,"NL"
122985,"NL"
122993,"NL"
122997,"NL"
123001,"Res"
123004,"NL"
123005,"NL"
123021,"NL"
123044,"NL"
123054,"Res"
123091,"NL"
123099,"NL"
123106,"Res"
123115,"NL"
123125,"NL"
123130,"NL"
123189,"Res"
123213,"NL"
123219,"NL"
123227,"NL"
123232,"NL"
123234,"NL"
123240,"NL"
123243,"NL"
123244,"NL"
123253,"NL"
123271,"Res"
123274,"NL"
123279,"NL"
123283,"NL"
123299,"Res"
123305,"Res"
123314,"Res"
123325,"Res"
123328,"Res"
123353,"Res"
123358,"NL"
123373,"NL"
123396,"NL"
123397,"NL"
123401,"NL"
123411,"NL"
123420,"Res"
123422,"NL"
123428,"NL"
123438,"Res"
123439,"Res"
123440,"NL"
123445,"Res"
123450,"Res"
123455,"Res"
123464,"NL"
123470,"NL"
123471,"Res"
123474,"Res"
123483,"NL"
123484,"Res"
123486,"NL"
123496,"Res"
123497,"NL"
123501,"Res"
123505,"NL"
123519,"NL"
123529,"Res"
123533,"Res"
123547,"NL"
123548,"Res"
123559,"Res"
123565,"Res"
123569,"Res"
123576,"NL"
123586,"NL"
123592,"NL"
123596,"NL"
123614,"NL"
123615,"NL"
123620,"NL"
123621,"NL"
123622,"NL"
123632,"NL"
123634,"NL"
123652,"NL"
123653,"Res"
123659,"NL"
123672,"NL"
123683,"NL"
123686,"NL"
123693,"NL"
123711,"NL"
123712,"NL"
123714,"NL"
123718,"Res"
123727,"NL"
123728,"NL"
123736,"NL"
123740,"NL"
123746,"NL"
123750,"NL"
123761,"NL"
123769,"NL"
123771,"Res"
123782,"NL"
123788,"Res"
123790,"NL"
123796,"NL"
123805,"NL"
123806,"Res"
123810,"NL"
123811,"Res"
123821,"NL"
123843,"NL"
123862,"Res"
123864,"Res"
123924,"NL"
123925,"Res"
123940,"NL"
123945,"NL"
123948,"NL"
123955,"NL"
123969,"NL"
123972,"NL"
123974,"NL"
123980,"NL"
123981,"NL"
123982,"NL"
123983,"NL"
123985,"NL"
123988,"NL"
123993,"NL"
124011,"NL"
124012,"NL"
124014,"NL"
124017,"NL"
124018,"NL"
124026,"NL"
124031,"NL"
124032,"NL"
124036,"NL"
124037,"NL"
124040,"NL"
124041,"NL"
124047,"NL"
124049,"NL"
124055,"NL"
124059,"NL"
124062,"NL"
124070,"NL"
124073,"NL"
124075,"NL"
124080,"NL"
124084,"NL"
124096,"NL"
124099,"Res"
124100,"NL"
124101,"NL"
124108,"NL"
124115,"Res"
124122,"NL"
124123,"NL"
124124,"NL"
124136,"Res"
124171,"Res"
124242,"Res"
124244,"Res"
124247,"Res"
124258,"Res"
124284,"NL"
124290,"NL"
124291,"NL"
124294,"NL"
124296,"NL"
124305,"NL"
124309,"NL"
124313,"NL"
124315,"NL"
124323,"Res"
124324,"NL"
124337,"Res"
124343,"NL"
124346,"NL"
124347,"Res"
124351,"NL"
124355,"NL"
124359,"Res"
124365,"NL"
124384,"Res"
124402,"Res"
124425,"Res"
124437,"NL"
124440,"NL"
124442,"NL"
124448,"NL"
124466,"NL"
124486,"Res"
124489,"Res"
124494,"Res"
124512,"NL"
124520,"NL"
124528,"Res"
124548,"Res"
124563,"Res"
124566,"Res"
124568,"NL"
124577,"Res"
124605,"NL"
124607,"Res"
124624,"NL"
124638,"Res"
124649,"NL"
124651,"NL"
124657,"Res"
124661,"NL"
124664,"NL"
124670,"Res"
124673,"Res"
124685,"NL"
124695,"Res"
124696,"NL"
124698,"NL"
124709,"NL"
124712,"Res"
124715,"NL"
124722,"NL"
124725,"NL"
124732,"NL"
124737,"NL"
124742,"NL"
124751,"NL"
124756,"NL"
124786,"NL"
124790,"NL"
124795,"NL"
124801,"NL"
124816,"NL"
124819,"NL"
124823,"NL"
124857,"NL"
124860,"NL"
124863,"NL"
124866,"NL"
124874,"NL"
124876,"Res"
124901,"Res"
124923,"Res"
